id,user_id,type,name,description,date,resource,amount
1,7,expense,Buying 4 land in a province.,"",2025-12-07,land,4
2,7,expense,Buying 1 copper_mines in a province.,"",2025-12-07,copper_mines,1
3,6,expense,Buying 1 nuclear_reactors in a province.,"",2025-12-08,nuclear_reactors,1
4,6,expense,Buying 10 cityCount in a province.,"",2025-12-08,cityCount,10
5,6,expense,Buying 10 land in a province.,"",2025-12-08,land,10
6,6,expense,Buying 1 coal_burners in a province.,"",2025-12-08,coal_burners,1
7,6,expense,Buying 2 banks in a province.,"",2025-12-08,banks,2
8,6,expense,Buying 2 army_bases in a province.,"",2025-12-08,army_bases,2
9,1,expense,Buying 50 cityCount in a province.,"",2025-12-08,cityCount,50
10,1,expense,Buying 50 land in a province.,"",2025-12-08,land,50
11,1,expense,Buying 51 cityCount in a province.,"",2025-12-08,cityCount,51
12,1,expense,Buying 100 nuclear_reactors in a province.,"",2025-12-08,nuclear_reactors,100
13,1,revenue,Selling 50 nuclear_reactors in a province.,"",2025-12-08,nuclear_reactors,50
14,1,expense,Buying 5 gas_stations in a province.,"",2025-12-08,gas_stations,5
15,1,expense,Buying 5 general_stores in a province.,"",2025-12-08,general_stores,5
16,1,expense,Buying 5 general_stores in a province.,"",2025-12-08,general_stores,5
17,1,expense,Buying 5 farmers_markets in a province.,"",2025-12-08,farmers_markets,5
18,1,expense,Buying 5 banks in a province.,"",2025-12-08,banks,5
19,1,expense,Buying 5 malls in a province.,"",2025-12-08,malls,5
20,1,expense,Buying 20 nuclear_reactors in a province.,"",2025-12-08,nuclear_reactors,20
21,8,expense,Buying 1 cityCount in a province.,"",2025-12-08,cityCount,1
22,9,expense,Buying 1 nuclear_reactors in a province.,"",2025-12-08,nuclear_reactors,1
23,9,expense,Buying 1 cityCount in a province.,"",2025-12-08,cityCount,1
24,9,expense,Buying 1 farms in a province.,"",2025-12-08,farms,1
25,6,revenue,Selling 1 coal_burners in a province.,"",2025-12-08,coal_burners,1
26,6,expense,Buying 3 army_bases in a province.,"",2025-12-08,army_bases,3
27,6,expense,Buying 1 army_bases in a province.,"",2025-12-08,army_bases,1
28,6,expense,Buying 10 land in a province.,"",2025-12-08,land,10
29,6,expense,Buying 6 aerodomes in a province.,"",2025-12-08,aerodomes,6
30,6,expense,Buying 6 harbours in a province.,"",2025-12-08,harbours,6
31,6,expense,Buying 1 admin_buildings in a province.,"",2025-12-08,admin_buildings,1
32,11,expense,Buying 1 cityCount in a province.,"",2025-12-08,cityCount,1
33,11,expense,Buying 5 cityCount in a province.,"",2025-12-08,cityCount,5
34,11,expense,Buying 6 land in a province.,"",2025-12-08,land,6
35,11,expense,Buying 2 oil_burners in a province.,"",2025-12-08,oil_burners,2
36,11,expense,Buying 2 pumpjacks in a province.,"",2025-12-08,pumpjacks,2
37,11,revenue,Selling 1 oil_burners in a province.,"",2025-12-08,oil_burners,1
38,11,expense,Buying 1 farmers_markets in a province.,"",2025-12-08,farmers_markets,1
39,13,expense,Buying 2 land in a province.,"",2025-12-08,land,2
40,13,expense,Buying 1 iron_mines in a province.,"",2025-12-08,iron_mines,1
41,13,expense,Buying 2 pumpjacks in a province.,"",2025-12-08,pumpjacks,2
42,13,expense,Buying 3 land in a province.,"",2025-12-08,land,3
43,13,expense,Buying 1 iron_mines in a province.,"",2025-12-08,iron_mines,1
44,13,expense,Buying 1 steel_mills in a province.,"",2025-12-08,steel_mills,1
45,13,expense,Buying 1 iron_mines in a province.,"",2025-12-08,iron_mines,1
46,13,expense,Buying 2 land in a province.,"",2025-12-08,land,2
47,13,expense,Buying 2 cityCount in a province.,"",2025-12-08,cityCount,2
48,13,expense,Buying 1 oil_burners in a province.,"",2025-12-08,oil_burners,1
49,13,expense,Buying 1 farmers_markets in a province.,"",2025-12-08,farmers_markets,1
50,13,expense,Buying 2 farms in a province.,"",2025-12-08,farms,2
51,14,expense,Buying 1 cityCount in a province.,"",2025-12-08,cityCount,1
52,14,expense,Buying 1 nuclear_reactors in a province.,"",2025-12-08,nuclear_reactors,1
53,13,expense,Buying 1 land in a province.,"",2025-12-08,land,1
54,13,expense,Buying 1 army_bases in a province.,"",2025-12-08,army_bases,1
55,13,expense,Buying 100 cityCount in a province.,"",2025-12-08,cityCount,100
56,13,expense,Buying 100 land in a province.,"",2025-12-08,land,100
57,13,expense,Buying 100 soldiers for your military.,"",2025-12-08,soldiers,100
58,13,expense,Buying 10 general_stores in a province.,"",2025-12-08,general_stores,10
59,13,expense,Buying 20 farms in a province.,"",2025-12-08,farms,20
60,13,expense,Buying 5 oil_burners in a province.,"",2025-12-08,oil_burners,5
61,13,expense,Buying 10 pumpjacks in a province.,"",2025-12-08,pumpjacks,10
62,13,expense,Buying 10 cityCount in a province.,"",2025-12-08,cityCount,10
63,13,expense,Buying 10 land in a province.,"",2025-12-08,land,10
64,13,expense,Buying 4 solar_fields in a province.,"",2025-12-08,solar_fields,4
65,13,expense,Buying 2 farms in a province.,"",2025-12-08,farms,2
66,13,expense,Buying 2 general_stores in a province.,"",2025-12-08,general_stores,2
67,13,expense,Buying 2 banks in a province.,"",2025-12-08,banks,2
68,13,expense,Buying 15 land in a province.,"",2025-12-08,land,15
69,13,expense,Buying 5 copper_mines in a province.,"",2025-12-08,copper_mines,5
70,13,expense,Buying 4 bauxite_mines in a province.,"",2025-12-08,bauxite_mines,4
71,9,expense,Buying 3 cityCount in a province.,"",2025-12-08,cityCount,3
72,9,expense,Buying 4 land in a province.,"",2025-12-08,land,4
73,9,expense,Buying 1 farmers_markets in a province.,"",2025-12-08,farmers_markets,1
74,9,expense,Buying 1 farms in a province.,"",2025-12-08,farms,1
75,9,expense,Buying 2 uranium_mines in a province.,"",2025-12-08,uranium_mines,2
76,9,expense,Buying 2 banks in a province.,"",2025-12-08,banks,2
77,9,expense,Buying 1 monorails in a province.,"",2025-12-08,monorails,1
78,9,expense,Buying 1 army_bases in a province.,"",2025-12-08,army_bases,1
79,9,revenue,Selling 1 banks in a province.,"",2025-12-08,banks,1
80,9,expense,Buying 1 solar_fields in a province.,"",2025-12-08,solar_fields,1
81,5,expense,Buying 1 cityCount in a province.,"",2025-12-08,cityCount,1
82,18,expense,Buying 5 cityCount in a province.,"",2025-12-08,cityCount,5
83,18,expense,Buying 5 land in a province.,"",2025-12-08,land,5
84,8,expense,Buying 100 land in a province.,"",2025-12-08,land,100
85,8,expense,Buying 10 army_bases in a province.,"",2025-12-08,army_bases,10
86,8,expense,Buying 2 nuclear_reactors in a province.,"",2025-12-08,nuclear_reactors,2
87,19,expense,Buying 1 cityCount in a province.,"",2025-12-08,cityCount,1
88,19,expense,Buying 1 cityCount in a province.,"",2025-12-08,cityCount,1
89,19,expense,Buying 2 land in a province.,"",2025-12-08,land,2
90,19,expense,Buying 1 farms in a province.,"",2025-12-08,farms,1
91,19,expense,Buying 1 iron_mines in a province.,"",2025-12-08,iron_mines,1
92,19,expense,Buying 1 lumber_mills in a province.,"",2025-12-08,lumber_mills,1
93,19,expense,Buying 2 land in a province.,"",2025-12-08,land,2
94,19,expense,Buying 1 lead_mines in a province.,"",2025-12-08,lead_mines,1
95,19,expense,Buying 1 coal_mines in a province.,"",2025-12-08,coal_mines,1
96,19,expense,Buying 1 coal_burners in a province.,"",2025-12-08,coal_burners,1
97,19,expense,Buying 3 cityCount in a province.,"",2025-12-08,cityCount,3
98,19,expense,Buying 1 gas_stations in a province.,"",2025-12-08,gas_stations,1
99,19,expense,Buying 1 general_stores in a province.,"",2025-12-08,general_stores,1
100,19,expense,Buying 1 libraries in a province.,"",2025-12-08,libraries,1
101,19,expense,Buying 2 city_parks in a province.,"",2025-12-08,city_parks,2
102,19,revenue,Selling 1 gas_stations in a province.,"",2025-12-08,gas_stations,1
103,19,expense,Buying 1 coal_burners in a province.,"",2025-12-08,coal_burners,1
104,8,expense,Buying 10 harbours in a province.,"",2025-12-08,harbours,10
105,8,expense,Buying 10 aerodomes in a province.,"",2025-12-08,aerodomes,10
106,8,expense,Buying 10 admin_buildings in a province.,"",2025-12-08,admin_buildings,10
107,8,expense,Buying 10 silos in a province.,"",2025-12-08,silos,10
108,8,expense,Buying 8 cityCount in a province.,"",2025-12-08,cityCount,8
109,8,expense,Buying 3 nuclear_reactors in a province.,"",2025-12-08,nuclear_reactors,3
110,8,expense,Buying 50 iron_mines in a province.,"",2025-12-08,iron_mines,50
111,6,expense,Buying 2 gas_stations in a province.,"",2025-12-09,gas_stations,2
112,6,expense,Buying 1 silos in a province.,"",2025-12-09,silos,1
113,6,expense,Buying 1 nuclear_reactors in a province.,"",2025-12-09,nuclear_reactors,1
114,6,expense,Buying 100 soldiers for your military.,"",2025-12-09,soldiers,100
115,6,expense,Buying 1 spies for your military.,"",2025-12-09,spies,1
116,20,expense,Buying 5 cityCount in a province.,"",2025-12-09,cityCount,5
117,20,expense,Buying 5 land in a province.,"",2025-12-09,land,5
118,20,expense,Buying 6 pumpjacks in a province.,"",2025-12-09,pumpjacks,6
119,20,expense,Buying 1 solar_fields in a province.,"",2025-12-09,solar_fields,1
120,20,expense,Buying 1 gas_stations in a province.,"",2025-12-09,gas_stations,1
121,20,revenue,Selling 1 pumpjacks in a province.,"",2025-12-09,pumpjacks,1
122,20,expense,Buying 1 army_bases in a province.,"",2025-12-09,army_bases,1
123,1,expense,Buying 5 army_bases in a province.,"",2025-12-09,army_bases,5
124,1,expense,Buying 5 aerodomes in a province.,"",2025-12-09,aerodomes,5
125,1,expense,Buying 5 harbours in a province.,"",2025-12-09,harbours,5
126,20,expense,Buying 100 soldiers for your military.,"",2025-12-09,soldiers,100
127,1,expense,Buying 5 admin_buildings in a province.,"",2025-12-09,admin_buildings,5
128,1,expense,Buying 100 soldiers for your military.,"",2025-12-09,soldiers,100
129,1,expense,Buying 5 spies for your military.,"",2025-12-09,spies,5
130,20,expense,Buying 1 gas_stations in a province.,"",2025-12-09,gas_stations,1
131,20,revenue,Selling 100 soldiers for your military.,"",2025-12-09,soldiers,100
132,20,revenue,Selling 1 army_bases in a province.,"",2025-12-09,army_bases,1
133,20,expense,Buying 1 pumpjacks in a province.,"",2025-12-09,pumpjacks,1
134,20,revenue,Selling 1 gas_stations in a province.,"",2025-12-09,gas_stations,1
135,20,revenue,Selling 2 pumpjacks in a province.,"",2025-12-09,pumpjacks,2
136,20,expense,Buying 2 army_bases in a province.,"",2025-12-09,army_bases,2
137,20,expense,Buying 100 soldiers for your military.,"",2025-12-09,soldiers,100
138,10,expense,Buying 2 cityCount in a province.,"",2025-12-09,cityCount,2
139,10,expense,Buying 1 nuclear_reactors in a province.,"",2025-12-09,nuclear_reactors,1
140,10,expense,Buying 1 iron_mines in a province.,"",2025-12-09,iron_mines,1
141,13,expense,Buying 2 army_bases in a province.,"",2025-12-09,army_bases,2
142,13,expense,Buying 2 aerodomes in a province.,"",2025-12-09,aerodomes,2
143,13,expense,Buying 2 harbours in a province.,"",2025-12-09,harbours,2
144,13,expense,Buying 2 army_bases in a province.,"",2025-12-09,army_bases,2
145,5,expense,Buying 1 hydro_dams in a province.,"",2025-12-10,hydro_dams,1
146,5,expense,Buying 8 cityCount in a province.,"",2025-12-10,cityCount,8
147,5,expense,Buying 9 land in a province.,"",2025-12-10,land,9
148,5,expense,Buying 1 malls in a province.,"",2025-12-10,malls,1
149,5,expense,Buying 2 banks in a province.,"",2025-12-10,banks,2
150,5,expense,Buying 1 malls in a province.,"",2025-12-10,malls,1
151,5,expense,Buying 1 monorails in a province.,"",2025-12-10,monorails,1
152,5,expense,Buying 1 hospitals in a province.,"",2025-12-10,hospitals,1
153,5,expense,Buying 1 hydro_dams in a province.,"",2025-12-10,hydro_dams,1
154,5,expense,Buying 10 land in a province.,"",2025-12-10,land,10
155,5,expense,Buying 1 universities in a province.,"",2025-12-10,universities,1
156,5,expense,Buying 1 libraries in a province.,"",2025-12-10,libraries,1
157,5,expense,Buying 5 harbours in a province.,"",2025-12-10,harbours,5
158,5,expense,Buying 5 lumber_mills in a province.,"",2025-12-10,lumber_mills,5
159,5,expense,Buying 5 farms in a province.,"",2025-12-10,farms,5
160,5,expense,Buying 5 harbours in a province.,"",2025-12-10,harbours,5
161,5,expense,Buying 30 land in a province.,"",2025-12-10,land,30
162,5,expense,Buying 10 cityCount in a province.,"",2025-12-10,cityCount,10
163,5,expense,Buying 1 gas_stations in a province.,"",2025-12-10,gas_stations,1
164,5,expense,Buying 1 general_stores in a province.,"",2025-12-10,general_stores,1
165,5,expense,Buying 2 hydro_dams in a province.,"",2025-12-10,hydro_dams,2
166,5,expense,Buying 1 farmers_markets in a province.,"",2025-12-10,farmers_markets,1
167,5,expense,Buying 2 general_stores in a province.,"",2025-12-10,general_stores,2
168,5,expense,Buying 1 gas_stations in a province.,"",2025-12-10,gas_stations,1
169,5,expense,Buying 1 hospitals in a province.,"",2025-12-10,hospitals,1
170,5,expense,Buying 1 monorails in a province.,"",2025-12-10,monorails,1
171,5,expense,Buying 10 bauxite_mines in a province.,"",2025-12-10,bauxite_mines,10
172,5,expense,Buying 5 aluminium_refineries in a province.,"",2025-12-10,aluminium_refineries,5
173,5,expense,Buying 5 aerodomes in a province.,"",2025-12-10,aerodomes,5
174,5,expense,Buying 10 harbours in a province.,"",2025-12-10,harbours,10
175,5,expense,Buying 25 apaches for your military.,"",2025-12-10,apaches,25
176,5,expense,Buying 6 destroyers for your military.,"",2025-12-10,destroyers,6
177,5,expense,Buying 7 cruisers for your military.,"",2025-12-10,cruisers,7
178,5,expense,Buying 19 cityCount in a province.,"",2025-12-10,cityCount,19
179,5,expense,Buying 50 land in a province.,"",2025-12-10,land,50
180,5,expense,Buying 4 hydro_dams in a province.,"",2025-12-10,hydro_dams,4
181,5,expense,Buying 5 cityCount in a province.,"",2025-12-10,cityCount,5
182,5,expense,Buying 25 land in a province.,"",2025-12-10,land,25
183,5,expense,Buying 5 cityCount in a province.,"",2025-12-10,cityCount,5
184,5,expense,Buying 24 land in a province.,"",2025-12-10,land,24
185,20,expense,Buying 14 land in a province.,"",2025-12-10,land,14
186,20,expense,Buying 14 pumpjacks in a province.,"",2025-12-10,pumpjacks,14
187,23,expense,Buying 5 cityCount in a province.,"",2025-12-10,cityCount,5
188,23,expense,Buying 5 land in a province.,"",2025-12-10,land,5
189,23,expense,Buying 2 city_parks in a province.,"",2025-12-10,city_parks,2
190,23,expense,Buying 2 libraries in a province.,"",2025-12-10,libraries,2
191,22,expense,Buying 1 bauxite_mines in a province.,"",2025-12-10,bauxite_mines,1
192,23,expense,Buying 1 hospitals in a province.,"",2025-12-10,hospitals,1
193,23,expense,Buying 1 monorails in a province.,"",2025-12-10,monorails,1
194,23,expense,Buying 5 cityCount in a province.,"",2025-12-10,cityCount,5
195,20,expense,Buying 5 land in a province.,"",2025-12-10,land,5
196,23,expense,Buying 1 universities in a province.,"",2025-12-10,universities,1
197,20,expense,Buying 5 army_bases in a province.,"",2025-12-10,army_bases,5
198,23,expense,Buying 2 malls in a province.,"",2025-12-10,malls,2
199,23,expense,Buying 1 nuclear_reactors in a province.,"",2025-12-10,nuclear_reactors,1
200,23,expense,Buying 2 army_bases in a province.,"",2025-12-10,army_bases,2
201,23,expense,Buying 1 silos in a province.,"",2025-12-10,silos,1
202,23,expense,Buying 2 farms in a province.,"",2025-12-10,farms,2
203,23,expense,Buying 1 malls in a province.,"",2025-12-10,malls,1
204,23,expense,Buying 9 cityCount in a province.,"",2025-12-10,cityCount,9
205,23,expense,Buying 9 land in a province.,"",2025-12-10,land,9
206,23,expense,Buying 4 hydro_dams in a province.,"",2025-12-10,hydro_dams,4
207,23,expense,Buying 1 hospitals in a province.,"",2025-12-10,hospitals,1
208,23,expense,Buying 1 aerodomes in a province.,"",2025-12-10,aerodomes,1
209,23,expense,Buying 1 harbours in a province.,"",2025-12-10,harbours,1
210,23,expense,Buying 1 admin_buildings in a province.,"",2025-12-10,admin_buildings,1
211,23,expense,Buying 1 silos in a province.,"",2025-12-10,silos,1
212,23,expense,Buying 1 farms in a province.,"",2025-12-10,farms,1
213,23,expense,Buying 2 farms in a province.,"",2025-12-10,farms,2
214,23,expense,Buying 3 iron_mines in a province.,"",2025-12-10,iron_mines,3
215,23,expense,Buying 20 cityCount in a province.,"",2025-12-10,cityCount,20
216,23,expense,Buying 20 cityCount in a province.,"",2025-12-10,cityCount,20
217,23,expense,Buying 15 land in a province.,"",2025-12-10,land,15
218,23,expense,Buying 1 banks in a province.,"",2025-12-10,banks,1
219,23,expense,Buying 2 banks in a province.,"",2025-12-10,banks,2
220,23,expense,Buying 2 city_parks in a province.,"",2025-12-10,city_parks,2
221,23,expense,Buying 2 universities in a province.,"",2025-12-10,universities,2
222,23,expense,Buying 5 army_bases in a province.,"",2025-12-10,army_bases,5
223,23,expense,Buying 5 pumpjacks in a province.,"",2025-12-10,pumpjacks,5
224,23,expense,Buying 5 uranium_mines in a province.,"",2025-12-10,uranium_mines,5
225,20,expense,Buying 25 land in a province.,"",2025-12-10,land,25
226,20,expense,Buying 25 cityCount in a province.,"",2025-12-10,cityCount,25
227,20,expense,Buying 1 land in a province.,"",2025-12-10,land,1
228,20,expense,Buying 20 cityCount in a province.,"",2025-12-10,cityCount,20
229,8,expense,Buying 100 soldiers for your military.,"",2025-12-10,soldiers,100
230,8,expense,Buying 3 banks in a province.,"",2025-12-10,banks,3
231,5,expense,Buying 5 city_parks in a province.,"",2025-12-10,city_parks,5
232,5,expense,Buying 5 cityCount in a province.,"",2025-12-10,cityCount,5
233,5,expense,Buying 1 hydro_dams in a province.,"",2025-12-10,hydro_dams,1
234,13,expense,Buying 2 army_bases in a province.,"",2025-12-10,army_bases,2
235,13,expense,Buying 1 army_bases in a province.,"",2025-12-10,army_bases,1
236,5,expense,Buying 5 cityCount in a province.,"",2025-12-10,cityCount,5
237,5,expense,Buying 5 banks in a province.,"",2025-12-10,banks,5
238,5,expense,Buying 2 monorails in a province.,"",2025-12-10,monorails,2
239,5,expense,Buying 2 malls in a province.,"",2025-12-10,malls,2
240,5,expense,Buying 3 farmers_markets in a province.,"",2025-12-10,farmers_markets,3
241,5,expense,Buying 4 general_stores in a province.,"",2025-12-10,general_stores,4
242,5,expense,Buying 2 gas_stations in a province.,"",2025-12-10,gas_stations,2
243,5,expense,Buying 2 city_parks in a province.,"",2025-12-10,city_parks,2
244,5,expense,Buying 2 hydro_dams in a province.,"",2025-12-10,hydro_dams,2
245,5,expense,Buying 25 army_bases in a province.,"",2025-12-10,army_bases,25
246,5,expense,Buying 25 harbours in a province.,"",2025-12-10,harbours,25
247,5,expense,Buying 25 aerodomes in a province.,"",2025-12-10,aerodomes,25
248,5,expense,Buying 4 hospitals in a province.,"",2025-12-10,hospitals,4
249,5,expense,Buying 29 cityCount in a province.,"",2025-12-10,cityCount,29
250,5,expense,Buying 74 land in a province.,"",2025-12-10,land,74
251,5,expense,Buying 4 hydro_dams in a province.,"",2025-12-10,hydro_dams,4
252,5,expense,Buying 5 coal_mines in a province.,"",2025-12-10,coal_mines,5
253,5,expense,Buying 5 farms in a province.,"",2025-12-10,farms,5
254,5,expense,Buying 10 pumpjacks in a province.,"",2025-12-10,pumpjacks,10
255,5,expense,Buying 5 bauxite_mines in a province.,"",2025-12-10,bauxite_mines,5
256,20,expense,Buying 25 land in a province.,"",2025-12-10,land,25
257,20,expense,Buying 20 farms in a province.,"",2025-12-10,farms,20
258,20,expense,Buying 25 land in a province.,"",2025-12-11,land,25
259,20,expense,Buying 26 bauxite_mines in a province.,"",2025-12-11,bauxite_mines,26
260,20,expense,Buying 40 land in a province.,"",2025-12-11,land,40
261,20,expense,Buying 40 aluminium_refineries in a province.,"",2025-12-11,aluminium_refineries,40
262,20,expense,Buying 25 cityCount in a province.,"",2025-12-11,cityCount,25
263,20,expense,Buying 26 solar_fields in a province.,"",2025-12-11,solar_fields,26
264,20,expense,Buying 25 land in a province.,"",2025-12-11,land,25
265,19,expense,Buying 8 land in a province.,"",2025-12-11,land,8
266,19,expense,Buying 8 farms in a province.,"",2025-12-11,farms,8
267,19,expense,Buying 5 land in a province.,"",2025-12-11,land,5
268,19,expense,Buying 5 lumber_mills in a province.,"",2025-12-11,lumber_mills,5
269,19,expense,Buying 10 land in a province.,"",2025-12-11,land,10
270,19,expense,Buying 10 lumber_mills in a province.,"",2025-12-11,lumber_mills,10
271,19,expense,Buying 2 land in a province.,"",2025-12-11,land,2
272,19,expense,Buying 2 lumber_mills in a province.,"",2025-12-11,lumber_mills,2
273,19,expense,Buying 1 land in a province.,"",2025-12-11,land,1
274,26,expense,Buying 3 cityCount in a province.,"",2025-12-11,cityCount,3
275,26,expense,Buying 1 nuclear_reactors in a province.,"",2025-12-11,nuclear_reactors,1
276,26,expense,Buying 1 land in a province.,"",2025-12-11,land,1
277,25,expense,Buying 1 oil_burners in a province.,"",2025-12-11,oil_burners,1
278,25,expense,Buying 4 cityCount in a province.,"",2025-12-11,cityCount,4
279,25,expense,Buying 4 land in a province.,"",2025-12-11,land,4
280,26,expense,Buying 2 farms in a province.,"",2025-12-11,farms,2
281,25,revenue,Selling 1 oil_burners in a province.,"",2025-12-11,oil_burners,1
282,25,expense,Buying 1 coal_burners in a province.,"",2025-12-11,coal_burners,1
283,25,expense,Buying 2 farms in a province.,"",2025-12-11,farms,2
284,25,expense,Buying 3 army_bases in a province.,"",2025-12-11,army_bases,3
285,25,expense,Buying 1 farmers_markets in a province.,"",2025-12-11,farmers_markets,1
286,26,expense,Buying 2 land in a province.,"",2025-12-11,land,2
287,5,expense,Buying 50 farms in a province.,"",2025-12-11,farms,50
288,5,expense,Buying 5 monorails in a province.,"",2025-12-11,monorails,5
289,26,expense,Buying 2 farms in a province.,"",2025-12-11,farms,2
290,26,expense,Buying 2 land in a province.,"",2025-12-11,land,2
291,26,expense,Buying 1 copper_mines in a province.,"",2025-12-11,copper_mines,1
292,26,expense,Buying 1 lead_mines in a province.,"",2025-12-11,lead_mines,1
293,26,expense,Buying 4 land in a province.,"",2025-12-11,land,4
294,26,expense,Buying 3 army_bases in a province.,"",2025-12-11,army_bases,3
295,26,expense,Buying 1 farms in a province.,"",2025-12-11,farms,1
296,13,expense,Buying 2 farms in a province.,"",2025-12-11,farms,2
297,13,expense,Buying 20 farms in a province.,"",2025-12-11,farms,20
298,13,expense,Buying 30 land in a province.,"",2025-12-11,land,30
299,13,expense,Buying 5 cityCount in a province.,"",2025-12-11,cityCount,5
300,13,expense,Buying 5 solar_fields in a province.,"",2025-12-11,solar_fields,5
301,5,expense,Buying 29 cityCount in a province.,"",2025-12-11,cityCount,29
302,13,expense,Buying 10 farms in a province.,"",2025-12-11,farms,10
303,5,expense,Buying 74 land in a province.,"",2025-12-11,land,74
304,5,expense,Buying 4 hydro_dams in a province.,"",2025-12-11,hydro_dams,4
305,5,expense,Buying 75 farms in a province.,"",2025-12-11,farms,75
306,5,expense,Buying 4 monorails in a province.,"",2025-12-11,monorails,4
307,5,expense,Buying 29 cityCount in a province.,"",2025-12-11,cityCount,29
308,5,expense,Buying 74 land in a province.,"",2025-12-11,land,74
309,5,expense,Buying 4 hydro_dams in a province.,"",2025-12-11,hydro_dams,4
310,5,expense,Buying 4 monorails in a province.,"",2025-12-11,monorails,4
311,5,expense,Buying 75 farms in a province.,"",2025-12-11,farms,75
312,13,expense,Buying 5 farms in a province.,"",2025-12-11,farms,5
313,5,expense,Buying 3 universities in a province.,"",2025-12-11,universities,3
314,13,expense,Buying 1 gas_stations in a province.,"",2025-12-11,gas_stations,1
315,5,expense,Buying 3 universities in a province.,"",2025-12-11,universities,3
316,13,expense,Buying 2 solar_fields in a province.,"",2025-12-11,solar_fields,2
317,13,expense,Buying 8 land in a province.,"",2025-12-11,land,8
318,13,expense,Buying 12 farms in a province.,"",2025-12-11,farms,12
319,13,expense,Buying 20 land in a province.,"",2025-12-11,land,20
320,13,expense,Buying 20 farms in a province.,"",2025-12-11,farms,20
